空港・海港,国籍・地域,入国,alpha-3,lat,lon,年度
函館空港,香港,0.0,HKG,41.77,140.821944,2015
仙台空港,香港,0.0,HKG,38.136944,140.9225,2015
新潟空港,香港,0.0,HKG,37.955833,139.120556,2015
東京国際空港（羽田空港）,香港,86.0,HKG,35.553333,139.781111,2015
成田国際空港,香港,221.0,HKG,35.765278,140.385556,2015
小松空港,香港,0.0,HKG,36.393889,136.4075,2015
富士山静岡空港,香港,0.0,HKG,34.796111,138.189444,2015
中部国際空港,香港,59.0,HKG,34.858333,136.805278,2015
関西国際空港,香港,324.0,HKG,34.434167,135.232778,2015
広島空港,香港,2.0,HKG,34.436111,132.919444,2015
関門（下関）港,香港,0.0,HKG,33.957889,130.941333,2015
高松空港,香港,0.0,HKG,34.214167,134.015556,2015
福岡空港,香港,84.0,HKG,33.584444,130.451667,2015
博多港,香港,0.0,HKG,33.605133,130.397414,2015
厳原港,香港,0.0,HKG,34.1977845,129.2913508,2015
鹿児島空港,香港,11.0,HKG,31.8,130.721667,2015
那覇空港,香港,155.0,HKG,26.205556,127.650833,2015
その他,香港,3.0,HKG,,,2015
新千歳空港,中国,223.0,CHN,42.775,141.692222,2015
函館空港,中国,19.0,CHN,41.77,140.821944,2015
仙台空港,中国,12.0,CHN,38.136944,140.9225,2015
新潟空港,中国,37.0,CHN,37.955833,139.120556,2015
東京国際空港（羽田空港）,中国,563.0,CHN,35.553333,139.781111,2015
成田国際空港,中国,2314.0,CHN,35.765278,140.385556,2015
小松空港,中国,20.0,CHN,36.393889,136.4075,2015
富士山静岡空港,中国,73.0,CHN,34.796111,138.189444,2015
中部国際空港,中国,418.0,CHN,34.858333,136.805278,2015
関西国際空港,中国,1835.0,CHN,34.434167,135.232778,2015
広島空港,中国,35.0,CHN,34.436111,132.919444,2015
関門（下関）港,中国,9.0,CHN,33.957889,130.941333,2015
高松空港,中国,14.0,CHN,34.214167,134.015556,2015
福岡空港,中国,211.0,CHN,33.584444,130.451667,2015
博多港,中国,0.0,CHN,33.605133,130.397414,2015
厳原港,中国,0.0,CHN,34.1977845,129.2913508,2015
鹿児島空港,中国,15.0,CHN,31.8,130.721667,2015
那覇空港,中国,287.0,CHN,26.205556,127.650833,2015
その他,中国,65.0,CHN,,,2015
新千歳空港,タイ,100.0,THA,42.775,141.692222,2015
函館空港,タイ,0.0,THA,41.77,140.821944,2015
仙台空港,タイ,0.0,THA,38.136944,140.9225,2015
新潟空港,タイ,0.0,THA,37.955833,139.120556,2015
東京国際空港（羽田空港）,タイ,119.0,THA,35.553333,139.781111,2015
成田国際空港,タイ,363.0,THA,35.765278,140.385556,2015
小松空港,タイ,0.0,THA,36.393889,136.4075,2015
富士山静岡空港,タイ,0.0,THA,34.796111,138.189444,2015
中部国際空港,タイ,38.0,THA,34.858333,136.805278,2015
関西国際空港,タイ,148.0,THA,34.434167,135.232778,2015
広島空港,タイ,0.0,THA,34.436111,132.919444,2015
関門（下関）港,タイ,0.0,THA,33.957889,130.941333,2015
高松空港,タイ,0.0,THA,34.214167,134.015556,2015
福岡空港,タイ,57.0,THA,33.584444,130.451667,2015
博多港,タイ,0.0,THA,33.605133,130.397414,2015
厳原港,タイ,0.0,THA,34.1977845,129.2913508,2015
鹿児島空港,タイ,0.0,THA,31.8,130.721667,2015
那覇空港,タイ,0.0,THA,26.205556,127.650833,2015
その他,タイ,3.0,THA,,,2015
新千歳空港,シンガポール,3.0,SGP,42.775,141.692222,2015
函館空港,シンガポール,0.0,SGP,41.77,140.821944,2015
仙台空港,シンガポール,0.0,SGP,38.136944,140.9225,2015
新潟空港,シンガポール,0.0,SGP,37.955833,139.120556,2015
東京国際空港（羽田空港）,シンガポール,122.0,SGP,35.553333,139.781111,2015
成田国際空港,シンガポール,142.0,SGP,35.765278,140.385556,2015
小松空港,シンガポール,0.0,SGP,36.393889,136.4075,2015
富士山静岡空港,シンガポール,0.0,SGP,34.796111,138.189444,2015
中部国際空港,シンガポール,11.0,SGP,34.858333,136.805278,2015
関西国際空港,シンガポール,59.0,SGP,34.434167,135.232778,2015
広島空港,シンガポール,0.0,SGP,34.436111,132.919444,2015
関門（下関）港,シンガポール,0.0,SGP,33.957889,130.941333,2015
高松空港,シンガポール,0.0,SGP,34.214167,134.015556,2015
福岡空港,シンガポール,17.0,SGP,33.584444,130.451667,2015
博多港,シンガポール,0.0,SGP,33.605133,130.397414,2015
厳原港,シンガポール,0.0,SGP,34.1977845,129.2913508,2015
鹿児島空港,シンガポール,0.0,SGP,31.8,130.721667,2015
那覇空港,シンガポール,2.0,SGP,26.205556,127.650833,2015
その他,シンガポール,0.0,SGP,,,2015
新千歳空港,マレーシア,3.0,MYS,42.775,141.692222,2015
函館空港,マレーシア,0.0,MYS,41.77,140.821944,2015
仙台空港,マレーシア,0.0,MYS,38.136944,140.9225,2015
新潟空港,マレーシア,1.0,MYS,37.955833,139.120556,2015
東京国際空港（羽田空港）,マレーシア,30.0,MYS,35.553333,139.781111,2015
成田国際空港,マレーシア,497.0,MYS,35.765278,140.385556,2015
小松空港,マレーシア,1.0,MYS,36.393889,136.4075,2015
富士山静岡空港,マレーシア,0.0,MYS,34.796111,138.189444,2015
中部国際空港,マレーシア,19.0,MYS,34.858333,136.805278,2015
関西国際空港,マレーシア,425.0,MYS,34.434167,135.232778,2015
広島空港,マレーシア,0.0,MYS,34.436111,132.919444,2015
関門（下関）港,マレーシア,0.0,MYS,33.957889,130.941333,2015
高松空港,マレーシア,0.0,MYS,34.214167,134.015556,2015
福岡空港,マレーシア,3.0,MYS,33.584444,130.451667,2015
博多港,マレーシア,0.0,MYS,33.605133,130.397414,2015
厳原港,マレーシア,0.0,MYS,34.1977845,129.2913508,2015
鹿児島空港,マレーシア,0.0,MYS,31.8,130.721667,2015
那覇空港,マレーシア,1.0,MYS,26.205556,127.650833,2015
その他,マレーシア,0.0,MYS,,,2015
新千歳空港,インドネシア,2.0,IDN,42.775,141.692222,2015
函館空港,インドネシア,0.0,IDN,41.77,140.821944,2015
仙台空港,インドネシア,0.0,IDN,38.136944,140.9225,2015
新潟空港,インドネシア,0.0,IDN,37.955833,139.120556,2015
東京国際空港（羽田空港）,インドネシア,180.0,IDN,35.553333,139.781111,2015
成田国際空港,インドネシア,283.0,IDN,35.765278,140.385556,2015
小松空港,インドネシア,1.0,IDN,36.393889,136.4075,2015
富士山静岡空港,インドネシア,0.0,IDN,34.796111,138.189444,2015
中部国際空港,インドネシア,2.0,IDN,34.858333,136.805278,2015
関西国際空港,インドネシア,153.0,IDN,34.434167,135.232778,2015
広島空港,インドネシア,0.0,IDN,34.436111,132.919444,2015
関門（下関）港,インドネシア,0.0,IDN,33.957889,130.941333,2015
高松空港,インドネシア,0.0,IDN,34.214167,134.015556,2015
福岡空港,インドネシア,4.0,IDN,33.584444,130.451667,2015
博多港,インドネシア,0.0,IDN,33.605133,130.397414,2015
厳原港,インドネシア,0.0,IDN,34.1977845,129.2913508,2015
鹿児島空港,インドネシア,0.0,IDN,31.8,130.721667,2015
那覇空港,インドネシア,0.0,IDN,26.205556,127.650833,2015
その他,インドネシア,7.0,IDN,,,2015
新千歳空港,フィリピン,1.0,PHL,42.775,141.692222,2015
函館空港,フィリピン,0.0,PHL,41.77,140.821944,2015
仙台空港,フィリピン,0.0,PHL,38.136944,140.9225,2015
新潟空港,フィリピン,0.0,PHL,37.955833,139.120556,2015
東京国際空港（羽田空港）,フィリピン,109.0,PHL,35.553333,139.781111,2015
成田国際空港,フィリピン,346.0,PHL,35.765278,140.385556,2015
小松空港,フィリピン,0.0,PHL,36.393889,136.4075,2015
富士山静岡空港,フィリピン,0.0,PHL,34.796111,138.189444,2015
中部国際空港,フィリピン,58.0,PHL,34.858333,136.805278,2015
関西国際空港,フィリピン,201.0,PHL,34.434167,135.232778,2015
広島空港,フィリピン,1.0,PHL,34.436111,132.919444,2015
関門（下関）港,フィリピン,1.0,PHL,33.957889,130.941333,2015
高松空港,フィリピン,0.0,PHL,34.214167,134.015556,2015
福岡空港,フィリピン,20.0,PHL,33.584444,130.451667,2015
博多港,フィリピン,0.0,PHL,33.605133,130.397414,2015
厳原港,フィリピン,0.0,PHL,34.1977845,129.2913508,2015
鹿児島空港,フィリピン,0.0,PHL,31.8,130.721667,2015
那覇空港,フィリピン,0.0,PHL,26.205556,127.650833,2015
その他,フィリピン,18.0,PHL,,,2015
新千歳空港,ベトナム,0.0,VNM,42.775,141.692222,2015
函館空港,ベトナム,0.0,VNM,41.77,140.821944,2015
仙台空港,ベトナム,0.0,VNM,38.136944,140.9225,2015
新潟空港,ベトナム,0.0,VNM,37.955833,139.120556,2015
東京国際空港（羽田空港）,ベトナム,30.0,VNM,35.553333,139.781111,2015
成田国際空港,ベトナム,94.0,VNM,35.765278,140.385556,2015
小松空港,ベトナム,0.0,VNM,36.393889,136.4075,2015
富士山静岡空港,ベトナム,0.0,VNM,34.796111,138.189444,2015
中部国際空港,ベトナム,16.0,VNM,34.858333,136.805278,2015
関西国際空港,ベトナム,72.0,VNM,34.434167,135.232778,2015
広島空港,ベトナム,0.0,VNM,34.436111,132.919444,2015
関門（下関）港,ベトナム,0.0,VNM,33.957889,130.941333,2015
高松空港,ベトナム,0.0,VNM,34.214167,134.015556,2015
福岡空港,ベトナム,10.0,VNM,33.584444,130.451667,2015
博多港,ベトナム,0.0,VNM,33.605133,130.397414,2015
厳原港,ベトナム,0.0,VNM,34.1977845,129.2913508,2015
鹿児島空港,ベトナム,0.0,VNM,31.8,130.721667,2015
那覇空港,ベトナム,0.0,VNM,26.205556,127.650833,2015
その他,ベトナム,1.0,VNM,,,2015
新千歳空港,インド,0.0,IND,42.775,141.692222,2015
函館空港,インド,0.0,IND,41.77,140.821944,2015
仙台空港,インド,0.0,IND,38.136944,140.9225,2015
新潟空港,インド,0.0,IND,37.955833,139.120556,2015
東京国際空港（羽田空港）,インド,22.0,IND,35.553333,139.781111,2015
成田国際空港,インド,562.0,IND,35.765278,140.385556,2015
小松空港,インド,0.0,IND,36.393889,136.4075,2015
富士山静岡空港,インド,0.0,IND,34.796111,138.189444,2015
中部国際空港,インド,4.0,IND,34.858333,136.805278,2015
関西国際空港,インド,115.0,IND,34.434167,135.232778,2015
広島空港,インド,1.0,IND,34.436111,132.919444,2015
関門（下関）港,インド,0.0,IND,33.957889,130.941333,2015
高松空港,インド,0.0,IND,34.214167,134.015556,2015
福岡空港,インド,1.0,IND,33.584444,130.451667,2015
博多港,インド,0.0,IND,33.605133,130.397414,2015
厳原港,インド,0.0,IND,34.1977845,129.2913508,2015
鹿児島空港,インド,0.0,IND,31.8,130.721667,2015
那覇空港,インド,1.0,IND,26.205556,127.650833,2015
その他,インド,2.0,IND,,,2015
新千歳空港,英国,0.0,GBR,42.775,141.692222,2015
函館空港,英国,0.0,GBR,41.77,140.821944,2015
仙台空港,英国,0.0,GBR,38.136944,140.9225,2015
新潟空港,英国,1.0,GBR,37.955833,139.120556,2015
東京国際空港（羽田空港）,英国,248.0,GBR,35.553333,139.781111,2015
成田国際空港,英国,360.0,GBR,35.765278,140.385556,2015
小松空港,英国,0.0,GBR,36.393889,136.4075,2015
富士山静岡空港,英国,0.0,GBR,34.796111,138.189444,2015
中部国際空港,英国,5.0,GBR,34.858333,136.805278,2015
関西国際空港,英国,39.0,GBR,34.434167,135.232778,2015
広島空港,英国,0.0,GBR,34.436111,132.919444,2015
関門（下関）港,英国,0.0,GBR,33.957889,130.941333,2015
高松空港,英国,0.0,GBR,34.214167,134.015556,2015
福岡空港,英国,4.0,GBR,33.584444,130.451667,2015
博多港,英国,0.0,GBR,33.605133,130.397414,2015
厳原港,英国,0.0,GBR,34.1977845,129.2913508,2015
鹿児島空港,英国,0.0,GBR,31.8,130.721667,2015
那覇空港,英国,0.0,GBR,26.205556,127.650833,2015
その他,英国,1.0,GBR,,,2015
新千歳空港,ドイツ,0.0,DEU,42.775,141.692222,2015
函館空港,ドイツ,0.0,DEU,41.77,140.821944,2015
仙台空港,ドイツ,0.0,DEU,38.136944,140.9225,2015
新潟空港,ドイツ,0.0,DEU,37.955833,139.120556,2015
東京国際空港（羽田空港）,ドイツ,177.0,DEU,35.553333,139.781111,2015
成田国際空港,ドイツ,186.0,DEU,35.765278,140.385556,2015
小松空港,ドイツ,0.0,DEU,36.393889,136.4075,2015
富士山静岡空港,ドイツ,0.0,DEU,34.796111,138.189444,2015
中部国際空港,ドイツ,27.0,DEU,34.858333,136.805278,2015
関西国際空港,ドイツ,80.0,DEU,34.434167,135.232778,2015
広島空港,ドイツ,0.0,DEU,34.436111,132.919444,2015
関門（下関）港,ドイツ,0.0,DEU,33.957889,130.941333,2015
高松空港,ドイツ,0.0,DEU,34.214167,134.015556,2015
福岡空港,ドイツ,6.0,DEU,33.584444,130.451667,2015
博多港,ドイツ,0.0,DEU,33.605133,130.397414,2015
厳原港,ドイツ,0.0,DEU,34.1977845,129.2913508,2015
鹿児島空港,ドイツ,0.0,DEU,31.8,130.721667,2015
那覇空港,ドイツ,1.0,DEU,26.205556,127.650833,2015
その他,ドイツ,2.0,DEU,,,2015
新千歳空港,フランス,0.0,FRA,42.775,141.692222,2015
函館空港,フランス,0.0,FRA,41.77,140.821944,2015
仙台空港,フランス,0.0,FRA,38.136944,140.9225,2015
新潟空港,フランス,0.0,FRA,37.955833,139.120556,2015
東京国際空港（羽田空港）,フランス,174.0,FRA,35.553333,139.781111,2015
成田国際空港,フランス,277.0,FRA,35.765278,140.385556,2015
小松空港,フランス,0.0,FRA,36.393889,136.4075,2015
富士山静岡空港,フランス,0.0,FRA,34.796111,138.189444,2015
中部国際空港,フランス,6.0,FRA,34.858333,136.805278,2015
関西国際空港,フランス,79.0,FRA,34.434167,135.232778,2015
広島空港,フランス,1.0,FRA,34.436111,132.919444,2015
関門（下関）港,フランス,0.0,FRA,33.957889,130.941333,2015
高松空港,フランス,0.0,FRA,34.214167,134.015556,2015
福岡空港,フランス,2.0,FRA,33.584444,130.451667,2015
博多港,フランス,2.0,FRA,33.605133,130.397414,2015
厳原港,フランス,0.0,FRA,34.1977845,129.2913508,2015
鹿児島空港,フランス,0.0,FRA,31.8,130.721667,2015
那覇空港,フランス,0.0,FRA,26.205556,127.650833,2015
その他,フランス,0.0,FRA,,,2015
新千歳空港,イタリア,2.0,ITA,42.775,141.692222,2015
函館空港,イタリア,0.0,ITA,41.77,140.821944,2015
仙台空港,イタリア,0.0,ITA,38.136944,140.9225,2015
新潟空港,イタリア,0.0,ITA,37.955833,139.120556,2015
東京国際空港（羽田空港）,イタリア,107.0,ITA,35.553333,139.781111,2015
成田国際空港,イタリア,524.0,ITA,35.765278,140.385556,2015
小松空港,イタリア,0.0,ITA,36.393889,136.4075,2015
富士山静岡空港,イタリア,0.0,ITA,34.796111,138.189444,2015
中部国際空港,イタリア,3.0,ITA,34.858333,136.805278,2015
関西国際空港,イタリア,129.0,ITA,34.434167,135.232778,2015
広島空港,イタリア,0.0,ITA,34.436111,132.919444,2015
関門（下関）港,イタリア,0.0,ITA,33.957889,130.941333,2015
高松空港,イタリア,0.0,ITA,34.214167,134.015556,2015
福岡空港,イタリア,1.0,ITA,33.584444,130.451667,2015
博多港,イタリア,1.0,ITA,33.605133,130.397414,2015
厳原港,イタリア,0.0,ITA,34.1977845,129.2913508,2015
鹿児島空港,イタリア,0.0,ITA,31.8,130.721667,2015
那覇空港,イタリア,1.0,ITA,26.205556,127.650833,2015
その他,イタリア,2.0,ITA,,,2015
新千歳空港,スペイン,0.0,ESP,42.775,141.692222,2015
函館空港,スペイン,0.0,ESP,41.77,140.821944,2015
仙台空港,スペイン,0.0,ESP,38.136944,140.9225,2015
新潟空港,スペイン,1.0,ESP,37.955833,139.120556,2015
東京国際空港（羽田空港）,スペイン,89.0,ESP,35.553333,139.781111,2015
成田国際空港,スペイン,211.0,ESP,35.765278,140.385556,2015
小松空港,スペイン,0.0,ESP,36.393889,136.4075,2015
富士山静岡空港,スペイン,0.0,ESP,34.796111,138.189444,2015
中部国際空港,スペイン,7.0,ESP,34.858333,136.805278,2015
関西国際空港,スペイン,69.0,ESP,34.434167,135.232778,2015
広島空港,スペイン,1.0,ESP,34.436111,132.919444,2015
関門（下関）港,スペイン,0.0,ESP,33.957889,130.941333,2015
高松空港,スペイン,0.0,ESP,34.214167,134.015556,2015
福岡空港,スペイン,1.0,ESP,33.584444,130.451667,2015
博多港,スペイン,0.0,ESP,33.605133,130.397414,2015
厳原港,スペイン,0.0,ESP,34.1977845,129.2913508,2015
鹿児島空港,スペイン,0.0,ESP,31.8,130.721667,2015
那覇空港,スペイン,0.0,ESP,26.205556,127.650833,2015
その他,スペイン,1.0,ESP,,,2015
新千歳空港,ロシア,30.0,RUS,42.775,141.692222,2015
函館空港,ロシア,1.0,RUS,41.77,140.821944,2015
仙台空港,ロシア,0.0,RUS,38.136944,140.9225,2015
新潟空港,ロシア,1.0,RUS,37.955833,139.120556,2015
東京国際空港（羽田空港）,ロシア,7.0,RUS,35.553333,139.781111,2015
成田国際空港,ロシア,444.0,RUS,35.765278,140.385556,2015
小松空港,ロシア,0.0,RUS,36.393889,136.4075,2015
富士山静岡空港,ロシア,0.0,RUS,34.796111,138.189444,2015
中部国際空港,ロシア,2.0,RUS,34.858333,136.805278,2015
関西国際空港,ロシア,9.0,RUS,34.434167,135.232778,2015
広島空港,ロシア,0.0,RUS,34.436111,132.919444,2015
関門（下関）港,ロシア,0.0,RUS,33.957889,130.941333,2015
高松空港,ロシア,0.0,RUS,34.214167,134.015556,2015
福岡空港,ロシア,0.0,RUS,33.584444,130.451667,2015
博多港,ロシア,0.0,RUS,33.605133,130.397414,2015
厳原港,ロシア,0.0,RUS,34.1977845,129.2913508,2015
鹿児島空港,ロシア,0.0,RUS,31.8,130.721667,2015
那覇空港,ロシア,0.0,RUS,26.205556,127.650833,2015
その他,ロシア,3.0,RUS,,,2015
新千歳空港,米国,51.0,USA,42.775,141.692222,2015
函館空港,米国,0.0,USA,41.77,140.821944,2015
仙台空港,米国,4.0,USA,38.136944,140.9225,2015
新潟空港,米国,3.0,USA,37.955833,139.120556,2015
東京国際空港（羽田空港）,米国,184.0,USA,35.553333,139.781111,2015
成田国際空港,米国,2280.0,USA,35.765278,140.385556,2015
小松空港,米国,0.0,USA,36.393889,136.4075,2015
富士山静岡空港,米国,0.0,USA,34.796111,138.189444,2015
中部国際空港,米国,82.0,USA,34.858333,136.805278,2015
関西国際空港,米国,273.0,USA,34.434167,135.232778,2015
広島空港,米国,4.0,USA,34.436111,132.919444,2015
関門（下関）港,米国,0.0,USA,33.957889,130.941333,2015
高松空港,米国,0.0,USA,34.214167,134.015556,2015
福岡空港,米国,62.0,USA,33.584444,130.451667,2015
博多港,米国,1.0,USA,33.605133,130.397414,2015
厳原港,米国,0.0,USA,34.1977845,129.2913508,2015
鹿児島空港,米国,0.0,USA,31.8,130.721667,2015
那覇空港,米国,8.0,USA,26.205556,127.650833,2015
その他,米国,26.0,USA,,,2015
新千歳空港,カナダ,3.0,CAN,42.775,141.692222,2015
函館空港,カナダ,0.0,CAN,41.77,140.821944,2015
仙台空港,カナダ,1.0,CAN,38.136944,140.9225,2015
新潟空港,カナダ,0.0,CAN,37.955833,139.120556,2015
東京国際空港（羽田空港）,カナダ,180.0,CAN,35.553333,139.781111,2015
成田国際空港,カナダ,420.0,CAN,35.765278,140.385556,2015
小松空港,カナダ,0.0,CAN,36.393889,136.4075,2015
富士山静岡空港,カナダ,1.0,CAN,34.796111,138.189444,2015
中部国際空港,カナダ,2.0,CAN,34.858333,136.805278,2015
関西国際空港,カナダ,55.0,CAN,34.434167,135.232778,2015
広島空港,カナダ,0.0,CAN,34.436111,132.919444,2015
関門（下関）港,カナダ,0.0,CAN,33.957889,130.941333,2015
高松空港,カナダ,0.0,CAN,34.214167,134.015556,2015
福岡空港,カナダ,6.0,CAN,33.584444,130.451667,2015
博多港,カナダ,0.0,CAN,33.605133,130.397414,2015
厳原港,カナダ,0.0,CAN,34.1977845,129.2913508,2015
鹿児島空港,カナダ,0.0,CAN,31.8,130.721667,2015
那覇空港,カナダ,2.0,CAN,26.205556,127.650833,2015
その他,カナダ,5.0,CAN,,,2015
新千歳空港,オーストラリア,7.0,AUS,42.775,141.692222,2015
函館空港,オーストラリア,1.0,AUS,41.77,140.821944,2015
仙台空港,オーストラリア,0.0,AUS,38.136944,140.9225,2015
新潟空港,オーストラリア,1.0,AUS,37.955833,139.120556,2015
東京国際空港（羽田空港）,オーストラリア,82.0,AUS,35.553333,139.781111,2015
成田国際空港,オーストラリア,522.0,AUS,35.765278,140.385556,2015
小松空港,オーストラリア,0.0,AUS,36.393889,136.4075,2015
富士山静岡空港,オーストラリア,0.0,AUS,34.796111,138.189444,2015
中部国際空港,オーストラリア,2.0,AUS,34.858333,136.805278,2015
関西国際空港,オーストラリア,105.0,AUS,34.434167,135.232778,2015
広島空港,オーストラリア,0.0,AUS,34.436111,132.919444,2015
関門（下関）港,オーストラリア,0.0,AUS,33.957889,130.941333,2015
高松空港,オーストラリア,0.0,AUS,34.214167,134.015556,2015
福岡空港,オーストラリア,2.0,AUS,33.584444,130.451667,2015
博多港,オーストラリア,1.0,AUS,33.605133,130.397414,2015
厳原港,オーストラリア,0.0,AUS,34.1977845,129.2913508,2015
鹿児島空港,オーストラリア,0.0,AUS,31.8,130.721667,2015
那覇空港,オーストラリア,1.0,AUS,26.205556,127.650833,2015
その他,オーストラリア,4.0,AUS,,,2015
新千歳空港,その他,2.0,,42.775,141.692222,2015
函館空港,その他,0.0,,41.77,140.821944,2015
仙台空港,その他,0.0,,38.136944,140.9225,2015
新潟空港,その他,1.0,,37.955833,139.120556,2015
東京国際空港（羽田空港）,その他,24.0,,35.553333,139.781111,2015
成田国際空港,その他,284.0,,35.765278,140.385556,2015
小松空港,その他,0.0,,36.393889,136.4075,2015
富士山静岡空港,その他,0.0,,34.796111,138.189444,2015
中部国際空港,その他,14.0,,34.858333,136.805278,2015
関西国際空港,その他,72.0,,34.434167,135.232778,2015
広島空港,その他,0.0,,34.436111,132.919444,2015
関門（下関）港,その他,1.0,,33.957889,130.941333,2015
高松空港,その他,0.0,,34.214167,134.015556,2015
福岡空港,その他,19.0,,33.584444,130.451667,2015
博多港,その他,0.0,,33.605133,130.397414,2015
厳原港,その他,0.0,,34.1977845,129.2913508,2015
鹿児島空港,その他,0.0,,31.8,130.721667,2015
那覇空港,その他,0.0,,26.205556,127.650833,2015
その他,その他,3.0,,,,2015
新千歳空港,全体,1888.0,,42.775,141.692222,2016
函館空港,全体,98.0,,41.77,140.821944,2016
仙台空港,全体,90.0,,38.136944,140.9225,2016
新潟空港,全体,66.0,,37.955833,139.120556,2016
東京国際空港（羽田空港）,全体,4832.0,,35.553333,139.781111,2016
成田国際空港,全体,12732.0,,35.765278,140.385556,2016
小松空港,全体,114.0,,36.393889,136.4075,2016
富士山静岡空港,全体,130.0,,34.796111,138.189444,2016
中部国際空港,全体,1459.0,,34.858333,136.805278,2016
関西国際空港,全体,10376.0,,34.434167,135.232778,2016
広島空港,全体,123.0,,34.436111,132.919444,2016
関門（下関）港,全体,353.0,,33.957889,130.941333,2016
高松空港,全体,90.0,,34.214167,134.015556,2016
福岡空港,全体,3871.0,,33.584444,130.451667,2016
博多港,全体,784.0,,33.605133,130.397414,2016
厳原港,全体,235.0,,34.1977845,129.2913508,2016
鹿児島空港,全体,133.0,,31.8,130.721667,2016
那覇空港,全体,2252.0,,26.205556,127.650833,2016
その他,全体,330.0,,,,2016
新千歳空港,韓国,862.0,KOR,42.775,141.692222,2016
函館空港,韓国,0.0,KOR,41.77,140.821944,2016
仙台空港,韓国,39.0,KOR,38.136944,140.9225,2016
新潟空港,韓国,31.0,KOR,37.955833,139.120556,2016
東京国際空港（羽田空港）,韓国,1570.0,KOR,35.553333,139.781111,2016
成田国際空港,韓国,2075.0,KOR,35.765278,140.385556,2016
小松空港,韓国,28.0,KOR,36.393889,136.4075,2016
富士山静岡空港,韓国,40.0,KOR,34.796111,138.189444,2016
中部国際空港,韓国,384.0,KOR,34.858333,136.805278,2016
関西国際空港,韓国,4698.0,KOR,34.434167,135.232778,2016
広島空港,韓国,33.0,KOR,34.436111,132.919444,2016
関門（下関）港,韓国,352.0,KOR,33.957889,130.941333,2016
高松空港,韓国,51.0,KOR,34.214167,134.015556,2016
福岡空港,韓国,3080.0,KOR,33.584444,130.451667,2016
博多港,韓国,778.0,KOR,33.605133,130.397414,2016
厳原港,韓国,235.0,KOR,34.1977845,129.2913508,2016
鹿児島空港,韓国,89.0,KOR,31.8,130.721667,2016
那覇空港,韓国,1327.0,KOR,26.205556,127.650833,2016
その他,韓国,161.0,KOR,,,2016
新千歳空港,台湾,402.0,TWN,42.775,141.692222,2016
函館空港,台湾,55.0,TWN,41.77,140.821944,2016
仙台空港,台湾,27.0,TWN,38.136944,140.9225,2016
新潟空港,台湾,1.0,TWN,37.955833,139.120556,2016
東京国際空港（羽田空港）,台湾,358.0,TWN,35.553333,139.781111,2016
成田国際空港,台湾,1169.0,TWN,35.765278,140.385556,2016
小松空港,台湾,68.0,TWN,36.393889,136.4075,2016
富士山静岡空港,台湾,30.0,TWN,34.796111,138.189444,2016
中部国際空港,台湾,158.0,TWN,34.858333,136.805278,2016
関西国際空港,台湾,1206.0,TWN,34.434167,135.232778,2016
広島空港,台湾,49.0,TWN,34.436111,132.919444,2016
関門（下関）港,台湾,0.0,TWN,33.957889,130.941333,2016
高松空港,台湾,17.0,TWN,34.214167,134.015556,2016
福岡空港,台湾,283.0,TWN,33.584444,130.451667,2016
博多港,台湾,1.0,TWN,33.605133,130.397414,2016
厳原港,台湾,0.0,TWN,34.1977845,129.2913508,2016
鹿児島空港,台湾,16.0,TWN,31.8,130.721667,2016
那覇空港,台湾,414.0,TWN,26.205556,127.650833,2016
その他,台湾,43.0,TWN,,,2016
新千歳空港,香港,83.0,HKG,42.775,141.692222,2016
函館空港,香港,0.0,HKG,41.77,140.821944,2016
仙台空港,香港,0.0,HKG,38.136944,140.9225,2016
新潟空港,香港,0.0,HKG,37.955833,139.120556,2016
東京国際空港（羽田空港）,香港,87.0,HKG,35.553333,139.781111,2016
成田国際空港,香港,239.0,HKG,35.765278,140.385556,2016
小松空港,香港,0.0,HKG,36.393889,136.4075,2016
富士山静岡空港,香港,0.0,HKG,34.796111,138.189444,2016
中部国際空港,香港,69.0,HKG,34.858333,136.805278,2016
関西国際空港,香港,306.0,HKG,34.434167,135.232778,2016
広島空港,香港,7.0,HKG,34.436111,132.919444,2016
関門（下関）港,香港,0.0,HKG,33.957889,130.941333,2016
高松空港,香港,0.0,HKG,34.214167,134.015556,2016
福岡空港,香港,87.0,HKG,33.584444,130.451667,2016
博多港,香港,2.0,HKG,33.605133,130.397414,2016
厳原港,香港,0.0,HKG,34.1977845,129.2913508,2016
鹿児島空港,香港,13.0,HKG,31.8,130.721667,2016
那覇空港,香港,121.0,HKG,26.205556,127.650833,2016
その他,香港,7.0,HKG,,,2016
新千歳空港,中国,223.0,CHN,42.775,141.692222,2016
函館空港,中国,42.0,CHN,41.77,140.821944,2016
仙台空港,中国,21.0,CHN,38.136944,140.9225,2016
新潟空港,中国,27.0,CHN,37.955833,139.120556,2016
東京国際空港（羽田空港）,中国,697.0,CHN,35.553333,139.781111,2016
成田国際空港,中国,1768.0,CHN,35.765278,140.385556,2016
小松空港,中国,17.0,CHN,36.393889,136.4075,2016
富士山静岡空港,中国,60.0,CHN,34.796111,138.189444,2016
中部国際空港,中国,537.0,CHN,34.858333,136.805278,2016
関西国際空港,中国,2116.0,CHN,34.434167,135.232778,2016
広島空港,中国,26.0,CHN,34.436111,132.919444,2016
関門（下関）港,中国,1.0,CHN,33.957889,130.941333,2016
