空港・海港,国籍・地域,入国,alpha-3,lat,lon,年度
那覇空港,マレーシア,1.0,MYS,26.205556,127.650833,2018
その他,マレーシア,1.0,MYS,,,2018
新千歳空港,インドネシア,2.0,IDN,42.775,141.692222,2018
函館空港,インドネシア,0.0,IDN,41.77,140.821944,2018
仙台空港,インドネシア,0.0,IDN,38.136944,140.9225,2018
東京国際空港（羽田空港）,インドネシア,382.0,IDN,35.553333,139.781111,2018
成田国際空港,インドネシア,342.0,IDN,35.765278,140.385556,2018
小松空港,インドネシア,0.0,IDN,36.393889,136.4075,2018
富士山静岡空港,インドネシア,0.0,IDN,34.796111,138.189444,2018
中部国際空港,インドネシア,3.0,IDN,34.858333,136.805278,2018
関西国際空港,インドネシア,215.0,IDN,34.434167,135.232778,2018
広島空港,インドネシア,0.0,IDN,34.436111,132.919444,2018
関門（下関）港,インドネシア,0.0,IDN,33.957889,130.941333,2018
高松空港,インドネシア,0.0,IDN,34.214167,134.015556,2018
福岡空港,インドネシア,0.0,IDN,33.584444,130.451667,2018
博多港,インドネシア,0.0,IDN,33.605133,130.397414,2018
厳原港,インドネシア,0.0,IDN,34.1977845,129.2913508,2018
鹿児島空港,インドネシア,0.0,IDN,31.8,130.721667,2018
那覇空港,インドネシア,0.0,IDN,26.205556,127.650833,2018
その他,インドネシア,1.0,IDN,,,2018
新千歳空港,フィリピン,4.0,PHL,42.775,141.692222,2018
函館空港,フィリピン,1.0,PHL,41.77,140.821944,2018
仙台空港,フィリピン,0.0,PHL,38.136944,140.9225,2018
東京国際空港（羽田空港）,フィリピン,167.0,PHL,35.553333,139.781111,2018
成田国際空港,フィリピン,466.0,PHL,35.765278,140.385556,2018
小松空港,フィリピン,0.0,PHL,36.393889,136.4075,2018
富士山静岡空港,フィリピン,0.0,PHL,34.796111,138.189444,2018
中部国際空港,フィリピン,116.0,PHL,34.858333,136.805278,2018
関西国際空港,フィリピン,244.0,PHL,34.434167,135.232778,2018
広島空港,フィリピン,0.0,PHL,34.436111,132.919444,2018
関門（下関）港,フィリピン,0.0,PHL,33.957889,130.941333,2018
高松空港,フィリピン,0.0,PHL,34.214167,134.015556,2018
福岡空港,フィリピン,65.0,PHL,33.584444,130.451667,2018
博多港,フィリピン,4.0,PHL,33.605133,130.397414,2018
厳原港,フィリピン,0.0,PHL,34.1977845,129.2913508,2018
鹿児島空港,フィリピン,0.0,PHL,31.8,130.721667,2018
那覇空港,フィリピン,0.0,PHL,26.205556,127.650833,2018
その他,フィリピン,15.0,PHL,,,2018
新千歳空港,ベトナム,1.0,VNM,42.775,141.692222,2018
函館空港,ベトナム,1.0,VNM,41.77,140.821944,2018
仙台空港,ベトナム,0.0,VNM,38.136944,140.9225,2018
東京国際空港（羽田空港）,ベトナム,251.0,VNM,35.553333,139.781111,2018
成田国際空港,ベトナム,539.0,VNM,35.765278,140.385556,2018
小松空港,ベトナム,0.0,VNM,36.393889,136.4075,2018
富士山静岡空港,ベトナム,0.0,VNM,34.796111,138.189444,2018
中部国際空港,ベトナム,182.0,VNM,34.858333,136.805278,2018
関西国際空港,ベトナム,370.0,VNM,34.434167,135.232778,2018
広島空港,ベトナム,1.0,VNM,34.436111,132.919444,2018
関門（下関）港,ベトナム,0.0,VNM,33.957889,130.941333,2018
高松空港,ベトナム,1.0,VNM,34.214167,134.015556,2018
福岡空港,ベトナム,99.0,VNM,33.584444,130.451667,2018
博多港,ベトナム,0.0,VNM,33.605133,130.397414,2018
厳原港,ベトナム,0.0,VNM,34.1977845,129.2913508,2018
鹿児島空港,ベトナム,0.0,VNM,31.8,130.721667,2018
那覇空港,ベトナム,0.0,VNM,26.205556,127.650833,2018
その他,ベトナム,7.0,VNM,,,2018
新千歳空港,インド,2.0,IND,42.775,141.692222,2018
函館空港,インド,0.0,IND,41.77,140.821944,2018
仙台空港,インド,0.0,IND,38.136944,140.9225,2018
東京国際空港（羽田空港）,インド,37.0,IND,35.553333,139.781111,2018
成田国際空港,インド,876.0,IND,35.765278,140.385556,2018
小松空港,インド,0.0,IND,36.393889,136.4075,2018
富士山静岡空港,インド,0.0,IND,34.796111,138.189444,2018
中部国際空港,インド,4.0,IND,34.858333,136.805278,2018
関西国際空港,インド,167.0,IND,34.434167,135.232778,2018
広島空港,インド,1.0,IND,34.436111,132.919444,2018
関門（下関）港,インド,0.0,IND,33.957889,130.941333,2018
高松空港,インド,0.0,IND,34.214167,134.015556,2018
福岡空港,インド,1.0,IND,33.584444,130.451667,2018
博多港,インド,1.0,IND,33.605133,130.397414,2018
厳原港,インド,0.0,IND,34.1977845,129.2913508,2018
鹿児島空港,インド,0.0,IND,31.8,130.721667,2018
那覇空港,インド,0.0,IND,26.205556,127.650833,2018
その他,インド,5.0,IND,,,2018
新千歳空港,英国,1.0,GBR,42.775,141.692222,2018
函館空港,英国,0.0,GBR,41.77,140.821944,2018
仙台空港,英国,0.0,GBR,38.136944,140.9225,2018
東京国際空港（羽田空港）,英国,390.0,GBR,35.553333,139.781111,2018
成田国際空港,英国,379.0,GBR,35.765278,140.385556,2018
小松空港,英国,0.0,GBR,36.393889,136.4075,2018
富士山静岡空港,英国,0.0,GBR,34.796111,138.189444,2018
中部国際空港,英国,5.0,GBR,34.858333,136.805278,2018
関西国際空港,英国,21.0,GBR,34.434167,135.232778,2018
広島空港,英国,0.0,GBR,34.436111,132.919444,2018
関門（下関）港,英国,0.0,GBR,33.957889,130.941333,2018
高松空港,英国,0.0,GBR,34.214167,134.015556,2018
福岡空港,英国,2.0,GBR,33.584444,130.451667,2018
博多港,英国,0.0,GBR,33.605133,130.397414,2018
厳原港,英国,0.0,GBR,34.1977845,129.2913508,2018
鹿児島空港,英国,0.0,GBR,31.8,130.721667,2018
那覇空港,英国,0.0,GBR,26.205556,127.650833,2018
その他,英国,7.0,GBR,,,2018
新千歳空港,ドイツ,1.0,DEU,42.775,141.692222,2018
函館空港,ドイツ,0.0,DEU,41.77,140.821944,2018
仙台空港,ドイツ,0.0,DEU,38.136944,140.9225,2018
東京国際空港（羽田空港）,ドイツ,503.0,DEU,35.553333,139.781111,2018
成田国際空港,ドイツ,436.0,DEU,35.765278,140.385556,2018
小松空港,ドイツ,0.0,DEU,36.393889,136.4075,2018
富士山静岡空港,ドイツ,0.0,DEU,34.796111,138.189444,2018
中部国際空港,ドイツ,67.0,DEU,34.858333,136.805278,2018
関西国際空港,ドイツ,168.0,DEU,34.434167,135.232778,2018
広島空港,ドイツ,0.0,DEU,34.436111,132.919444,2018
関門（下関）港,ドイツ,0.0,DEU,33.957889,130.941333,2018
高松空港,ドイツ,0.0,DEU,34.214167,134.015556,2018
福岡空港,ドイツ,9.0,DEU,33.584444,130.451667,2018
博多港,ドイツ,0.0,DEU,33.605133,130.397414,2018
厳原港,ドイツ,0.0,DEU,34.1977845,129.2913508,2018
鹿児島空港,ドイツ,0.0,DEU,31.8,130.721667,2018
那覇空港,ドイツ,1.0,DEU,26.205556,127.650833,2018
その他,ドイツ,7.0,DEU,,,2018
新千歳空港,フランス,5.0,FRA,42.775,141.692222,2018
函館空港,フランス,0.0,FRA,41.77,140.821944,2018
仙台空港,フランス,0.0,FRA,38.136944,140.9225,2018
東京国際空港（羽田空港）,フランス,249.0,FRA,35.553333,139.781111,2018
成田国際空港,フランス,239.0,FRA,35.765278,140.385556,2018
小松空港,フランス,0.0,FRA,36.393889,136.4075,2018
富士山静岡空港,フランス,0.0,FRA,34.796111,138.189444,2018
中部国際空港,フランス,2.0,FRA,34.858333,136.805278,2018
関西国際空港,フランス,102.0,FRA,34.434167,135.232778,2018
広島空港,フランス,2.0,FRA,34.436111,132.919444,2018
関門（下関）港,フランス,0.0,FRA,33.957889,130.941333,2018
高松空港,フランス,0.0,FRA,34.214167,134.015556,2018
福岡空港,フランス,6.0,FRA,33.584444,130.451667,2018
博多港,フランス,0.0,FRA,33.605133,130.397414,2018
厳原港,フランス,0.0,FRA,34.1977845,129.2913508,2018
鹿児島空港,フランス,0.0,FRA,31.8,130.721667,2018
那覇空港,フランス,0.0,FRA,26.205556,127.650833,2018
その他,フランス,1.0,FRA,,,2018
新千歳空港,イタリア,1.0,ITA,42.775,141.692222,2018
函館空港,イタリア,0.0,ITA,41.77,140.821944,2018
仙台空港,イタリア,0.0,ITA,38.136944,140.9225,2018
東京国際空港（羽田空港）,イタリア,15.0,ITA,35.553333,139.781111,2018
成田国際空港,イタリア,308.0,ITA,35.765278,140.385556,2018
小松空港,イタリア,0.0,ITA,36.393889,136.4075,2018
富士山静岡空港,イタリア,0.0,ITA,34.796111,138.189444,2018
中部国際空港,イタリア,2.0,ITA,34.858333,136.805278,2018
関西国際空港,イタリア,17.0,ITA,34.434167,135.232778,2018
広島空港,イタリア,0.0,ITA,34.436111,132.919444,2018
関門（下関）港,イタリア,0.0,ITA,33.957889,130.941333,2018
高松空港,イタリア,0.0,ITA,34.214167,134.015556,2018
福岡空港,イタリア,0.0,ITA,33.584444,130.451667,2018
博多港,イタリア,0.0,ITA,33.605133,130.397414,2018
厳原港,イタリア,0.0,ITA,34.1977845,129.2913508,2018
鹿児島空港,イタリア,0.0,ITA,31.8,130.721667,2018
那覇空港,イタリア,0.0,ITA,26.205556,127.650833,2018
その他,イタリア,0.0,ITA,,,2018
新千歳空港,スペイン,0.0,ESP,42.775,141.692222,2018
函館空港,スペイン,0.0,ESP,41.77,140.821944,2018
仙台空港,スペイン,1.0,ESP,38.136944,140.9225,2018
東京国際空港（羽田空港）,スペイン,22.0,ESP,35.553333,139.781111,2018
成田国際空港,スペイン,254.0,ESP,35.765278,140.385556,2018
小松空港,スペイン,0.0,ESP,36.393889,136.4075,2018
富士山静岡空港,スペイン,0.0,ESP,34.796111,138.189444,2018
中部国際空港,スペイン,3.0,ESP,34.858333,136.805278,2018
関西国際空港,スペイン,23.0,ESP,34.434167,135.232778,2018
広島空港,スペイン,0.0,ESP,34.436111,132.919444,2018
関門（下関）港,スペイン,0.0,ESP,33.957889,130.941333,2018
高松空港,スペイン,0.0,ESP,34.214167,134.015556,2018
福岡空港,スペイン,0.0,ESP,33.584444,130.451667,2018
博多港,スペイン,0.0,ESP,33.605133,130.397414,2018
厳原港,スペイン,0.0,ESP,34.1977845,129.2913508,2018
鹿児島空港,スペイン,0.0,ESP,31.8,130.721667,2018
那覇空港,スペイン,0.0,ESP,26.205556,127.650833,2018
その他,スペイン,1.0,ESP,,,2018
新千歳空港,ロシア,63.0,RUS,42.775,141.692222,2018
函館空港,ロシア,0.0,RUS,41.77,140.821944,2018
仙台空港,ロシア,0.0,RUS,38.136944,140.9225,2018
東京国際空港（羽田空港）,ロシア,6.0,RUS,35.553333,139.781111,2018
成田国際空港,ロシア,344.0,RUS,35.765278,140.385556,2018
小松空港,ロシア,0.0,RUS,36.393889,136.4075,2018
富士山静岡空港,ロシア,0.0,RUS,34.796111,138.189444,2018
中部国際空港,ロシア,1.0,RUS,34.858333,136.805278,2018
関西国際空港,ロシア,42.0,RUS,34.434167,135.232778,2018
広島空港,ロシア,0.0,RUS,34.436111,132.919444,2018
関門（下関）港,ロシア,0.0,RUS,33.957889,130.941333,2018
高松空港,ロシア,0.0,RUS,34.214167,134.015556,2018
福岡空港,ロシア,0.0,RUS,33.584444,130.451667,2018
博多港,ロシア,0.0,RUS,33.605133,130.397414,2018
厳原港,ロシア,0.0,RUS,34.1977845,129.2913508,2018
鹿児島空港,ロシア,0.0,RUS,31.8,130.721667,2018
那覇空港,ロシア,1.0,RUS,26.205556,127.650833,2018
その他,ロシア,3.0,RUS,,,2018
新千歳空港,米国,107.0,USA,42.775,141.692222,2018
函館空港,米国,0.0,USA,41.77,140.821944,2018
仙台空港,米国,0.0,USA,38.136944,140.9225,2018
東京国際空港（羽田空港）,米国,1374.0,USA,35.553333,139.781111,2018
成田国際空港,米国,2862.0,USA,35.765278,140.385556,2018
小松空港,米国,0.0,USA,36.393889,136.4075,2018
富士山静岡空港,米国,0.0,USA,34.796111,138.189444,2018
中部国際空港,米国,130.0,USA,34.858333,136.805278,2018
関西国際空港,米国,470.0,USA,34.434167,135.232778,2018
広島空港,米国,3.0,USA,34.436111,132.919444,2018
関門（下関）港,米国,0.0,USA,33.957889,130.941333,2018
高松空港,米国,0.0,USA,34.214167,134.015556,2018
福岡空港,米国,91.0,USA,33.584444,130.451667,2018
博多港,米国,1.0,USA,33.605133,130.397414,2018
厳原港,米国,0.0,USA,34.1977845,129.2913508,2018
鹿児島空港,米国,0.0,USA,31.8,130.721667,2018
那覇空港,米国,22.0,USA,26.205556,127.650833,2018
その他,米国,61.0,USA,,,2018
新千歳空港,カナダ,6.0,CAN,42.775,141.692222,2018
函館空港,カナダ,3.0,CAN,41.77,140.821944,2018
仙台空港,カナダ,0.0,CAN,38.136944,140.9225,2018
東京国際空港（羽田空港）,カナダ,325.0,CAN,35.553333,139.781111,2018
成田国際空港,カナダ,430.0,CAN,35.765278,140.385556,2018
小松空港,カナダ,0.0,CAN,36.393889,136.4075,2018
富士山静岡空港,カナダ,0.0,CAN,34.796111,138.189444,2018
中部国際空港,カナダ,44.0,CAN,34.858333,136.805278,2018
関西国際空港,カナダ,117.0,CAN,34.434167,135.232778,2018
広島空港,カナダ,0.0,CAN,34.436111,132.919444,2018
関門（下関）港,カナダ,0.0,CAN,33.957889,130.941333,2018
高松空港,カナダ,0.0,CAN,34.214167,134.015556,2018
福岡空港,カナダ,2.0,CAN,33.584444,130.451667,2018
博多港,カナダ,1.0,CAN,33.605133,130.397414,2018
厳原港,カナダ,0.0,CAN,34.1977845,129.2913508,2018
鹿児島空港,カナダ,0.0,CAN,31.8,130.721667,2018
那覇空港,カナダ,1.0,CAN,26.205556,127.650833,2018
その他,カナダ,13.0,CAN,,,2018
新千歳空港,オーストラリア,14.0,AUS,42.775,141.692222,2018
函館空港,オーストラリア,0.0,AUS,41.77,140.821944,2018
仙台空港,オーストラリア,0.0,AUS,38.136944,140.9225,2018
東京国際空港（羽田空港）,オーストラリア,252.0,AUS,35.553333,139.781111,2018
成田国際空港,オーストラリア,571.0,AUS,35.765278,140.385556,2018
小松空港,オーストラリア,0.0,AUS,36.393889,136.4075,2018
富士山静岡空港,オーストラリア,0.0,AUS,34.796111,138.189444,2018
中部国際空港,オーストラリア,3.0,AUS,34.858333,136.805278,2018
関西国際空港,オーストラリア,153.0,AUS,34.434167,135.232778,2018
広島空港,オーストラリア,1.0,AUS,34.436111,132.919444,2018
関門（下関）港,オーストラリア,0.0,AUS,33.957889,130.941333,2018
高松空港,オーストラリア,0.0,AUS,34.214167,134.015556,2018
福岡空港,オーストラリア,6.0,AUS,33.584444,130.451667,2018
博多港,オーストラリア,0.0,AUS,33.605133,130.397414,2018
厳原港,オーストラリア,0.0,AUS,34.1977845,129.2913508,2018
鹿児島空港,オーストラリア,0.0,AUS,31.8,130.721667,2018
那覇空港,オーストラリア,1.0,AUS,26.205556,127.650833,2018
その他,オーストラリア,17.0,AUS,,,2018
新千歳空港,その他,3.0,,42.775,141.692222,2018
函館空港,その他,0.0,,41.77,140.821944,2018
仙台空港,その他,0.0,,38.136944,140.9225,2018
東京国際空港（羽田空港）,その他,132.0,,35.553333,139.781111,2018
成田国際空港,その他,872.0,,35.765278,140.385556,2018
小松空港,その他,0.0,,36.393889,136.4075,2018
富士山静岡空港,その他,0.0,,34.796111,138.189444,2018
中部国際空港,その他,73.0,,34.858333,136.805278,2018
関西国際空港,その他,212.0,,34.434167,135.232778,2018
広島空港,その他,0.0,,34.436111,132.919444,2018
関門（下関）港,その他,0.0,,33.957889,130.941333,2018
高松空港,その他,1.0,,34.214167,134.015556,2018
福岡空港,その他,32.0,,33.584444,130.451667,2018
博多港,その他,3.0,,33.605133,130.397414,2018
厳原港,その他,0.0,,34.1977845,129.2913508,2018
鹿児島空港,その他,1.0,,31.8,130.721667,2018
那覇空港,その他,1.0,,26.205556,127.650833,2018
その他,その他,8.0,,,,2018
新千歳空港,全国籍･地域,367.0,,42.775,141.692222,2019
函館空港,全国籍･地域,22.0,,41.77,140.821944,2019
仙台空港,全国籍･地域,36.0,,38.136944,140.9225,2019
東京国際空港（羽田空港）,全国籍･地域,1540.0,,35.553333,139.781111,2019
成田国際空港,全国籍･地域,3120.0,,35.765278,140.385556,2019
小松空港,全国籍･地域,58.0,,36.393889,136.4075,2019
富士山静岡空港,全国籍･地域,28.0,,34.796111,138.189444,2019
中部国際空港,全国籍･地域,411.0,,34.858333,136.805278,2019
関西国際空港,全国籍･地域,1847.0,,34.434167,135.232778,2019
広島空港,全国籍･地域,61.0,,34.436111,132.919444,2019
関門（下関）港,全国籍･地域,18.0,,33.957889,130.941333,2019
高松空港,全国籍･地域,60.0,,34.214167,134.015556,2019
福岡空港,全国籍･地域,456.0,,33.584444,130.451667,2019
博多港,全国籍･地域,25.0,,33.605133,130.397414,2019
厳原港,全国籍･地域,0.0,,34.1977845,129.2913508,2019
鹿児島空港,全国籍･地域,74.0,,31.8,130.721667,2019
那覇空港,全国籍･地域,379.0,,26.205556,127.650833,2019
その他,全国籍･地域,59.0,,,,2019
新千歳空港,韓国,52.0,KOR,42.775,141.692222,2019
函館空港,韓国,0.0,KOR,41.77,140.821944,2019
仙台空港,韓国,12.0,KOR,38.136944,140.9225,2019
東京国際空港（羽田空港）,韓国,61.0,KOR,35.553333,139.781111,2019
成田国際空港,韓国,128.0,KOR,35.765278,140.385556,2019
小松空港,韓国,10.0,KOR,36.393889,136.4075,2019
富士山静岡空港,韓国,14.0,KOR,34.796111,138.189444,2019
中部国際空港,韓国,34.0,KOR,34.858333,136.805278,2019
関西国際空港,韓国,197.0,KOR,34.434167,135.232778,2019
広島空港,韓国,10.0,KOR,34.436111,132.919444,2019
関門（下関）港,韓国,18.0,KOR,33.957889,130.941333,2019
高松空港,韓国,15.0,KOR,34.214167,134.015556,2019
福岡空港,韓国,164.0,KOR,33.584444,130.451667,2019
博多港,韓国,23.0,KOR,33.605133,130.397414,2019
厳原港,韓国,0.0,KOR,34.1977845,129.2913508,2019
鹿児島空港,韓国,21.0,KOR,31.8,130.721667,2019
那覇空港,韓国,68.0,KOR,26.205556,127.650833,2019
その他,韓国,2.0,KOR,,,2019
新千歳空港,台湾,44.0,TWN,42.775,141.692222,2019
函館空港,台湾,22.0,TWN,41.77,140.821944,2019
仙台空港,台湾,18.0,TWN,38.136944,140.9225,2019
東京国際空港（羽田空港）,台湾,46.0,TWN,35.553333,139.781111,2019
成田国際空港,台湾,167.0,TWN,35.765278,140.385556,2019
小松空港,台湾,21.0,TWN,36.393889,136.4075,2019
富士山静岡空港,台湾,4.0,TWN,34.796111,138.189444,2019
中部国際空港,台湾,34.0,TWN,34.858333,136.805278,2019
関西国際空港,台湾,130.0,TWN,34.434167,135.232778,2019
広島空港,台湾,9.0,TWN,34.436111,132.919444,2019
関門（下関）港,台湾,0.0,TWN,33.957889,130.941333,2019
高松空港,台湾,14.0,TWN,34.214167,134.015556,2019
福岡空港,台湾,47.0,TWN,33.584444,130.451667,2019
博多港,台湾,1.0,TWN,33.605133,130.397414,2019
厳原港,台湾,0.0,TWN,34.1977845,129.2913508,2019
鹿児島空港,台湾,12.0,TWN,31.8,130.721667,2019
那覇空港,台湾,109.0,TWN,26.205556,127.650833,2019
その他,台湾,14.0,TWN,,,2019
新千歳空港,香港,53.0,HKG,42.775,141.692222,2019
函館空港,香港,0.0,HKG,41.77,140.821944,2019
仙台空港,香港,0.0,HKG,38.136944,140.9225,2019
東京国際空港（羽田空港）,香港,44.0,HKG,35.553333,139.781111,2019
成田国際空港,香港,183.0,HKG,35.765278,140.385556,2019
小松空港,香港,12.0,HKG,36.393889,136.4075,2019
富士山静岡空港,香港,0.0,HKG,34.796111,138.189444,2019
中部国際空港,香港,51.0,HKG,34.858333,136.805278,2019
関西国際空港,香港,180.0,HKG,34.434167,135.232778,2019
広島空港,香港,17.0,HKG,34.436111,132.919444,2019
関門（下関）港,香港,0.0,HKG,33.957889,130.941333,2019
高松空港,香港,17.0,HKG,34.214167,134.015556,2019
福岡空港,香港,67.0,HKG,33.584444,130.451667,2019
博多港,香港,0.0,HKG,33.605133,130.397414,2019
厳原港,香港,0.0,HKG,34.1977845,129.2913508,2019
鹿児島空港,香港,30.0,HKG,31.8,130.721667,2019
那覇空港,香港,76.0,HKG,26.205556,127.650833,2019
その他,香港,5.0,HKG,,,2019
新千歳空港,中国,55.0,CHN,42.775,141.692222,2019
函館空港,中国,0.0,CHN,41.77,140.821944,2019
仙台空港,中国,6.0,CHN,38.136944,140.9225,2019
東京国際空港（羽田空港）,中国,126.0,CHN,35.553333,139.781111,2019
成田国際空港,中国,222.0,CHN,35.765278,140.385556,2019
小松空港,中国,14.0,CHN,36.393889,136.4075,2019
富士山静岡空港,中国,10.0,CHN,34.796111,138.189444,2019
中部国際空港,中国,79.0,CHN,34.858333,136.805278,2019
関西国際空港,中国,406.0,CHN,34.434167,135.232778,2019
広島空港,中国,6.0,CHN,34.436111,132.919444,2019
関門（下関）港,中国,0.0,CHN,33.957889,130.941333,2019
高松空港,中国,14.0,CHN,34.214167,134.015556,2019
福岡空港,中国,48.0,CHN,33.584444,130.451667,2019
博多港,中国,0.0,CHN,33.605133,130.397414,2019
厳原港,中国,0.0,CHN,34.1977845,129.2913508,2019
鹿児島空港,中国,10.0,CHN,31.8,130.721667,2019
那覇空港,中国,61.0,CHN,26.205556,127.650833,2019
その他,中国,4.0,CHN,,,2019
新千歳空港,タイ,34.0,THA,42.775,141.692222,2019
函館空港,タイ,0.0,THA,41.77,140.821944,2019
仙台空港,タイ,0.0,THA,38.136944,140.9225,2019
東京国際空港（羽田空港）,タイ,38.0,THA,35.553333,139.781111,2019
成田国際空港,タイ,141.0,THA,35.765278,140.385556,2019
小松空港,タイ,0.0,THA,36.393889,136.4075,2019
富士山静岡空港,タイ,0.0,THA,34.796111,138.189444,2019
中部国際空港,タイ,31.0,THA,34.858333,136.805278,2019
関西国際空港,タイ,80.0,THA,34.434167,135.232778,2019
広島空港,タイ,0.0,THA,34.436111,132.919444,2019
関門（下関）港,タイ,0.0,THA,33.957889,130.941333,2019
高松空港,タイ,0.0,THA,34.214167,134.015556,2019
福岡空港,タイ,16.0,THA,33.584444,130.451667,2019
博多港,タイ,0.0,THA,33.605133,130.397414,2019
厳原港,タイ,0.0,THA,34.1977845,129.2913508,2019
鹿児島空港,タイ,0.0,THA,31.8,130.721667,2019
那覇空港,タイ,21.0,THA,26.205556,127.650833,2019
その他,タイ,0.0,THA,,,2019
新千歳空港,シンガポール,15.0,SGP,42.775,141.692222,2019
函館空港,シンガポール,0.0,SGP,41.77,140.821944,2019
仙台空港,シンガポール,0.0,SGP,38.136944,140.9225,2019
東京国際空港（羽田空港）,シンガポール,29.0,SGP,35.553333,139.781111,2019
成田国際空港,シンガポール,38.0,SGP,35.765278,140.385556,2019
小松空港,シンガポール,0.0,SGP,36.393889,136.4075,2019
富士山静岡空港,シンガポール,0.0,SGP,34.796111,138.189444,2019
中部国際空港,シンガポール,16.0,SGP,34.858333,136.805278,2019
関西国際空港,シンガポール,31.0,SGP,34.434167,135.232778,2019
広島空港,シンガポール,12.0,SGP,34.436111,132.919444,2019
関門（下関）港,シンガポール,0.0,SGP,33.957889,130.941333,2019
高松空港,シンガポール,0.0,SGP,34.214167,134.015556,2019
福岡空港,シンガポール,14.0,SGP,33.584444,130.451667,2019
博多港,シンガポール,0.0,SGP,33.605133,130.397414,2019
厳原港,シンガポール,0.0,SGP,34.1977845,129.2913508,2019
鹿児島空港,シンガポール,0.0,SGP,31.8,130.721667,2019
那覇空港,シンガポール,14.0,SGP,26.205556,127.650833,2019
その他,シンガポール,0.0,SGP,,,2019
新千歳空港,マレーシア,55.0,MYS,42.775,141.692222,2019
函館空港,マレーシア,0.0,MYS,41.77,140.821944,2019
仙台空港,マレーシア,0.0,MYS,38.136944,140.9225,2019
東京国際空港（羽田空港）,マレーシア,73.0,MYS,35.553333,139.781111,2019
成田国際空港,マレーシア,115.0,MYS,35.765278,140.385556,2019
小松空港,マレーシア,0.0,MYS,36.393889,136.4075,2019
富士山静岡空港,マレーシア,0.0,MYS,34.796111,138.189444,2019
中部国際空港,マレーシア,0.0,MYS,34.858333,136.805278,2019
関西国際空港,マレーシア,127.0,MYS,34.434167,135.232778,2019
広島空港,マレーシア,0.0,MYS,34.436111,132.919444,2019
関門（下関）港,マレーシア,0.0,MYS,33.957889,130.941333,2019
高松空港,マレーシア,0.0,MYS,34.214167,134.015556,2019
福岡空港,マレーシア,12.0,MYS,33.584444,130.451667,2019
博多港,マレーシア,0.0,MYS,33.605133,130.397414,2019
厳原港,マレーシア,0.0,MYS,34.1977845,129.2913508,2019
鹿児島空港,マレーシア,0.0,MYS,31.8,130.721667,2019
那覇空港,マレーシア,0.0,MYS,26.205556,127.650833,2019
その他,マレーシア,2.0,MYS,,,2019
新千歳空港,インドネシア,0.0,IDN,42.775,141.692222,2019
函館空港,インドネシア,0.0,IDN,41.77,140.821944,2019
仙台空港,インドネシア,0.0,IDN,38.136944,140.9225,2019
東京国際空港（羽田空港）,インドネシア,86.0,IDN,35.553333,139.781111,2019
成田国際空港,インドネシア,94.0,IDN,35.765278,140.385556,2019
小松空港,インドネシア,0.0,IDN,36.393889,136.4075,2019
富士山静岡空港,インドネシア,0.0,IDN,34.796111,138.189444,2019
中部国際空港,インドネシア,13.0,IDN,34.858333,136.805278,2019
関西国際空港,インドネシア,45.0,IDN,34.434167,135.232778,2019
広島空港,インドネシア,0.0,IDN,34.436111,132.919444,2019
関門（下関）港,インドネシア,0.0,IDN,33.957889,130.941333,2019
高松空港,インドネシア,0.0,IDN,34.214167,134.015556,2019
福岡空港,インドネシア,0.0,IDN,33.584444,130.451667,2019
博多港,インドネシア,0.0,IDN,33.605133,130.397414,2019
厳原港,インドネシア,0.0,IDN,34.1977845,129.2913508,2019
鹿児島空港,インドネシア,0.0,IDN,31.8,130.721667,2019
那覇空港,インドネシア,0.0,IDN,26.205556,127.650833,2019
その他,インドネシア,0.0,IDN,,,2019
新千歳空港,フィリピン,11.0,PHL,42.775,141.692222,2019
函館空港,フィリピン,0.0,PHL,41.77,140.821944,2019
仙台空港,フィリピン,0.0,PHL,38.136944,140.9225,2019
東京国際空港（羽田空港）,フィリピン,37.0,PHL,35.553333,139.781111,2019
成田国際空港,フィリピン,107.0,PHL,35.765278,140.385556,2019
小松空港,フィリピン,0.0,PHL,36.393889,136.4075,2019
富士山静岡空港,フィリピン,0.0,PHL,34.796111,138.189444,2019
中部国際空港,フィリピン,28.0,PHL,34.858333,136.805278,2019
関西国際空港,フィリピン,69.0,PHL,34.434167,135.232778,2019
広島空港,フィリピン,0.0,PHL,34.436111,132.919444,2019
関門（下関）港,フィリピン,0.0,PHL,33.957889,130.941333,2019
高松空港,フィリピン,0.0,PHL,34.214167,134.015556,2019
福岡空港,フィリピン,16.0,PHL,33.584444,130.451667,2019
博多港,フィリピン,1.0,PHL,33.605133,130.397414,2019
厳原港,フィリピン,0.0,PHL,34.1977845,129.2913508,2019
鹿児島空港,フィリピン,0.0,PHL,31.8,130.721667,2019
那覇空港,フィリピン,0.0,PHL,26.205556,127.650833,2019
その他,フィリピン,2.0,PHL,,,2019
新千歳空港,ベトナム,0.0,VNM,42.775,141.692222,2019
函館空港,ベトナム,0.0,VNM,41.77,140.821944,2019
仙台空港,ベトナム,0.0,VNM,38.136944,140.9225,2019
東京国際空港（羽田空港）,ベトナム,70.0,VNM,35.553333,139.781111,2019
成田国際空港,ベトナム,120.0,VNM,35.765278,140.385556,2019
小松空港,ベトナム,0.0,VNM,36.393889,136.4075,2019
富士山静岡空港,ベトナム,0.0,VNM,34.796111,138.189444,2019
中部国際空港,ベトナム,43.0,VNM,34.858333,136.805278,2019
